Fecha publicación;CCAA;Dosis administradas;Porcentaje de dosis administradas por 100 habitantes;Personas con al menos una dosis;Personas con pauta completa;Porcentaje con pauta completa
08/04/2022;Melilla;138443;164,26;65685;61667;73,17
20/01/2022;Ceuta;137756;164;66934;61512;73,23
25/03/2022;Melilla;137716;163,4;65644;61121;72,52
16/02/2021;Galicia;137656;5,1;;57383;2,13
18/03/2022;Melilla;137555;163,2;65696;61025;72,4
18/02/2021;Castilla La Mancha;137438;6,73;;58335;2,86
19/01/2022;Ceuta;137220;163,36;66911;61486;73,2
05/03/2021;Murcia;137200;9,09;;51169;3,39
07/04/2021;Navarra;137093;20,86;93293;43800;6,66
05/05/2021;La Rioja;136822;43,28;99011;38673;12,23
11/03/2022;Melilla;136801;162,31;65030;60999;72,37
04/03/2022;Melilla;136751;162,25;65177;60611;71,91
01/07/2021;Fuerzas Armadas;136684;102,55;83483;53923;40,46
03/03/2022;Melilla;136620;162,09;65172;60582;71,88
01/03/2022;Melilla;136574;162,04;65167;60581;71,88
02/03/2022;Melilla;136574;162,04;65167;60581;71,88
18/01/2022;Ceuta;136449;162,44;66851;61469;73,18
28/02/2022;Melilla;136444;161,89;65154;60553;71,84
25/02/2022;Melilla;136440;161,88;65154;60550;71,84
24/02/2022;Melilla;136294;161,71;65143;60479;71,76
09/03/2021;Asturias;136277;13,42;;44999;4,43
22/02/2022;Melilla;136245;161,65;65139;60475;71,75
23/02/2022;Melilla;136245;161,65;65139;60475;71,75
21/02/2022;Melilla;136134;161,52;65133;60424;71,69
01/02/2021;C. Valenciana;136109;2,7;;33395;0,66
17/01/2022;Ceuta;136042;161,96;66817;61445;73,15
03/03/2021;País Vasco;136036;6,21;;48576;2,22
18/02/2022;Melilla;135993;161,35;65123;60347;71,6
26/03/2021;Baleares;135857;11,18;;39248;3,23
17/02/2022;Melilla;135835;161,16;65104;60281;71,52
10/03/2021;Extremadura;135670;12,81;;47250;4,46
16/02/2022;Melilla;135218;160,43;65099;59400;70,48
14/01/2022;Ceuta;135193;160,95;66736;61416;73,12
15/02/2022;Melilla;135149;160,35;65088;59391;70,47
14/02/2022;Melilla;135080;160,27;65077;59384;70,46
11/02/2022;Melilla;134939;160,1;65053;59359;70,43
10/02/2022;Melilla;134858;160;65039;59357;70,42
09/02/2022;Melilla;134750;159,88;64964;59358;70,43
13/01/2022;Ceuta;134650;160,3;66690;61403;73,1
08/02/2022;Melilla;134609;159,71;64906;59352;70,42
15/02/2021;Galicia;134518;4,98;;55343;2,05
30/06/2021;Fuerzas Armadas;134493;100,91;83027;52182;39,15
07/02/2022;Melilla;134397;159,46;64814;59343;70,41
06/04/2021;Navarra;134191;20,42;91025;43166;6,57
03/03/2021;Aragón;134040;10,07;;47125;3,54
12/01/2022;Ceuta;133993;159,52;66616;61386;73,08
29/12/2021;Ceuta;133866;159,37;65789;61122;72,77
04/02/2022;Melilla;133827;158,78;64610;59163;70,19
25/02/2021;Canarias;133624;5,95;;51123;2,28
03/02/2022;Melilla;133399;158,27;64536;59144;70,17
09/04/2021;Cantabria;133391;22,91;88364;45027;7,73
11/01/2022;Ceuta;133368;158,77;66541;61368;73,06
28/12/2021;Ceuta;133271;158,66;65700;61111;72,75
02/02/2022;Melilla;133126;157,95;64524;59140;70,17
08/03/2021;Asturias;133011;13,1;;44596;4,39
01/02/2022;Melilla;132829;157,6;64505;59130;70,16
17/02/2021;Castilla La Mancha;132722;6,5;;55447;2,71
27/12/2021;Ceuta;132676;157,95;65591;61101;72,74
10/01/2022;Ceuta;132675;157,95;66428;61348;73,03
31/01/2022;Melilla;132544;157,26;64447;59110;70,13
03/02/2021;Castilla y Leon;132496;5,54;;40565;1,7
04/05/2021;La Rioja;132310;41,85;96392;36366;11,5
25/03/2021;Baleares;132167;10,88;;37780;3,11
28/01/2022;Melilla;132162;156,81;64303;59079;70,1
27/01/2022;Melilla;131921;156,52;64287;59076;70,09
09/03/2021;Extremadura;131804;12,44;;46053;4,35
29/06/2021;Fuerzas Armadas;131716;98,83;81805;50607;37,97
07/01/2022;Ceuta;131659;156,74;66313;61322;73
26/01/2022;Melilla;131630;156,17;64269;59065;70,08
02/03/2021;País Vasco;131551;6,01;;48052;2,19
02/03/2021;Aragón;131441;9,87;;46898;3,52
25/01/2022;Melilla;131351;155,84;64145;59038;70,05
24/01/2022;Melilla;131222;155,69;64145;59030;70,04
22/12/2021;Ceuta;131149;156,13;65205;61028;72,65
05/01/2022;Ceuta;131132;156,11;66244;61304;72,98
21/01/2022;Melilla;131099;155,54;64131;59016;70,02
23/12/2021;Ceuta;131005;155,96;65202;61026;72,65
20/01/2022;Melilla;130926;155,34;64117;58992;69,99
19/01/2022;Melilla;130779;155,16;64050;58973;69,97
04/01/2022;Ceuta;130652;155,54;66179;61289;72,96
18/01/2022;Melilla;130531;154,87;64037;58955;69,95
17/01/2022;Melilla;130238;154,52;64020;58927;69,91
21/12/2021;Ceuta;130225;155,03;64918;61005;72,63
03/01/2022;Ceuta;130219;155,02;66107;61279;72,95
28/06/2021;Fuerzas Armadas;130142;97,64;81500;49301;36,99
04/03/2021;Murcia;130138;8,62;;51118;3,39
01/03/2021;Aragón;130122;9,77;;46822;3,52
14/01/2022;Melilla;130029;154,27;63938;58906;69,89
08/03/2021;Extremadura;129802;12,25;;45432;4,29
16/02/2021;Castilla La Mancha;129772;6,35;;52826;2,59
20/12/2021;Ceuta;129767;154,49;64770;60970;72,58
13/01/2022;Melilla;129763;153,96;63910;58878;69,86
12/01/2022;Melilla;129540;153,69;63831;58856;69,83
30/12/2021;Ceuta;129534;154,21;65979;61129;72,77
20/01/2021;Madrid;129194;1,91;;812;0,01
11/01/2022;Melilla;129184;153,27;63810;58815;69,78
25/06/2021;Fuerzas Armadas;128836;96,66;81123;48369;36,29
29/12/2021;Melilla;128780;152,79;63492;58290;69,16
10/01/2022;Melilla;128741;152,75;63726;58728;69,68
07/01/2022;Melilla;128730;152,73;63720;58733;69,68
05/03/2021;Asturias;128729;12,68;;43690;4,3
08/04/2021;Cantabria;128539;22,07;83577;44962;7,72
17/12/2021;Ceuta;127976;152,35;63565;60903;72,5
05/01/2022;Melilla;127887;151,73;63682;58680;69,62
28/12/2021;Melilla;127878;151,72;63411;58268;69,13
04/01/2022;Melilla;127869;151,71;63682;58674;69,61
24/02/2021;Canarias;127794;5,69;;50067;2,23
16/12/2021;Ceuta;127775;152,11;63533;60875;72,47
01/03/2021;País Vasco;127629;5,83;;47492;2,17
15/12/2021;Ceuta;127478;151,76;63499;60864;72,46
03/05/2021;La Rioja;127356;40,29;93259;34509;10,92
07/04/2021;Cantabria;127290;21,86;82329;44961;7,72
03/01/2022;Melilla;127182;150,9;63660;58654;69,59
14/12/2021;Ceuta;126977;151,16;63477;60856;72,45
27/12/2021;Melilla;126973;150,65;63253;58249;69,11
03/03/2021;Murcia;126784;8,4;;51011;3,38
24/06/2021;Fuerzas Armadas;126696;95,06;80307;47036;35,29
13/12/2021;Ceuta;126679;150,81;63463;60843;72,43
30/12/2021;Melilla;126532;150,13;63577;58303;69,17
02/02/2021;Castilla y Leon;126362;5,28;;35051;1,47
26/02/2021;Aragón;126328;9,49;;45931;3,45
23/12/2021;Melilla;126113;149,63;63096;58213;69,07
15/02/2021;Castilla La Mancha;125951;6,16;;49378;2,42
22/12/2021;Melilla;125700;149,14;62921;58189;69,04
24/03/2021;Baleares;125552;10,33;;36060;2,97
05/03/2021;Extremadura;125191;11,82;;43176;4,08
04/03/2021;Asturias;124940;12,3;;42300;4,17
23/03/2021;Baleares;124791;10,27;;35918;2,96
12/02/2021;Galicia;124733;4,62;;55187;2,04
22/03/2021;Baleares;124537;10,25;;35863;2,95
02/03/2021;Murcia;124534;8,25;;50556;3,35
21/12/2021;Melilla;124362;147,55;62642;58143;68,98
01/02/2021;Castilla y Leon;124225;5,19;;34446;1,44
14/01/2021;Andalucía;123459;1,46;;;0
01/03/2021;Murcia;123364;8,17;;50233;3,33
30/04/2021;La Rioja;123247;38,99;90451;33201;10,5
20/12/2021;Melilla;122942;145,87;62304;58107;68,94
23/06/2021;Fuerzas Armadas;122817;92,15;79580;43848;32,9
15/01/2021;Cataluña;122577;1,6;;;0
26/02/2021;País Vasco;122558;5,6;;46157;2,11
10/12/2021;Ceuta;122544;145,89;63438;60841;72,43
09/12/2021;Ceuta;122420;145,74;63418;60832;72,42
23/02/2021;Canarias;122304;5,45;;49926;2,22
07/12/2021;Ceuta;122277;145,57;63384;60797;72,38
06/04/2021;Cantabria;122107;20,97;77246;44861;7,7
03/12/2021;Ceuta;122055;145,31;63353;60770;72,35
02/12/2021;Ceuta;121935;145,16;63335;60762;72,34
01/12/2021;Ceuta;121772;144,97;63313;60741;72,31
03/03/2021;Asturias;121707;11,99;;41196;4,06
30/11/2021;Ceuta;121638;144,81;63287;60712;72,28
01/04/2021;Navarra;121389;18,47;;39638;6,03
03/04/2021;Navarra;121389;18,47;;39638;6,03
05/04/2021;Navarra;121389;18,47;;39638;6,03
04/03/2021;Extremadura;121286;11,45;;41663;3,93
29/11/2021;Ceuta;121284;144,39;63224;60633;72,18
26/11/2021;Ceuta;121233;144,33;63222;60631;72,18
17/12/2021;Melilla;120994;143,56;60831;58065;68,89
05/04/2021;Cantabria;120751;20,74;;44814;7,7
16/12/2021;Melilla;120566;143,05;60786;58011;68,83
25/02/2021;Aragón;120420;9,05;;44734;3,36
03/04/2021;Cantabria;120335;20,66;;44814;7,7
25/11/2021;Ceuta;120204;143,1;63221;60628;72,18
19/01/2021;Madrid;120168;1,78;;719;0,01
15/12/2021;Melilla;120069;142,46;60737;57974;68,78
24/11/2021;Ceuta;120064;142,94;63188;60602;72,15
23/11/2021;Ceuta;119909;142,75;63129;60582;72,12
29/04/2021;La Rioja;119869;37,92;89779;30203;9,55
22/11/2021;Ceuta;119787;142,61;63100;60561;72,1
25/02/2021;País Vasco;119747;5,47;;45667;2,09
19/11/2021;Ceuta;119653;142,45;63079;60526;72,06
18/11/2021;Ceuta;119544;142,32;63060;60504;72,03
22/02/2021;Canarias;119426;5,32;;49752;2,22
15/11/2021;Ceuta;119176;141,88;62983;60427;71,94
16/11/2021;Ceuta;119176;141,88;62983;60427;71,94
17/11/2021;Ceuta;119176;141,88;62983;60427;71,94
14/12/2021;Melilla;119110;141,32;60680;57920;68,72
12/11/2021;Ceuta;119045;141,72;62967;60400;71,91
11/11/2021;Ceuta;118971;141,63;62953;60376;71,88
10/11/2021;Ceuta;118848;141,49;62934;60344;71,84
02/03/2021;Asturias;118737;11,69;;39435;3,88
13/12/2021;Melilla;118110;140,13;60598;57874;68,67
31/03/2021;Navarra;117849;17,93;;37309;5,68
26/02/2021;Murcia;117831;7,81;;49915;3,31
11/02/2021;Galicia;117783;4,36;;55082;2,04
12/02/2021;Castilla La Mancha;117671;5,76;;41690;2,04
24/02/2021;País Vasco;117427;5,36;;45475;2,08
08/11/2021;Ceuta;117276;139,62;62891;60263;71,74
01/03/2021;Asturias;117129;11,53;;39215;3,86
05/11/2021;Ceuta;117078;139,38;62855;60202;71,67
18/03/2021;Baleares;117035;9,63;;32845;2,7
22/06/2021;Fuerzas Armadas;116918;87,72;78052;39446;29,6
04/11/2021;Ceuta;116881;139,15;62827;60158;71,62
28/04/2021;La Rioja;116708;36,92;87920;28841;9,12
03/11/2021;Ceuta;116613;138,83;62781;60112;71,56
03/03/2021;Extremadura;116392;10,99;;40517;3,82
02/11/2021;Ceuta;116298;138,45;62728;59991;71,42
30/10/2021;Ceuta;116096;138,21;62728;59991;71,42
28/10/2021;Ceuta;115765;137,82;62693;59948;71,37
19/02/2021;Canarias;115542;5,15;;48759;2,17
24/02/2021;Aragón;115419;8,67;;44195;3,32
27/10/2021;Ceuta;114878;136,76;62652;59893;71,3
30/03/2021;Navarra;114802;17,47;;36342;5,53
26/10/2021;Ceuta;114750;136,61;62627;59842;71,24
29/01/2021;Castilla y Leon;114743;4,8;;25020;1,05
23/02/2021;País Vasco;114568;5,23;;44902;2,05
10/02/2021;Galicia;114462;4,24;;54604;2,02
25/10/2021;Ceuta;114430;136,23;62460;59666;71,03
22/10/2021;Ceuta;114159;135,91;62395;59446;70,77
21/06/2021;Fuerzas Armadas;114126;85,63;77801;36899;27,68
09/02/2021;Galicia;114111;4,23;;54504;2,02
31/03/2021;Cantabria;114080;19,59;;44056;7,57
01/04/2021;Cantabria;114080;19,59;;44056;7,57
21/10/2021;Ceuta;114016;135,73;62353;59327;70,63
25/02/2021;Murcia;113949;7,55;;49356;3,27
20/10/2021;Ceuta;113883;135,58;62314;59236;70,52
19/10/2021;Ceuta;113737;135,4;62268;59125;70,39
11/02/2021;Castilla La Mancha;113637;5,56;;38191;1,87
18/10/2021;Ceuta;113623;135,27;62204;59054;70,3
27/04/2021;La Rioja;113500;35,9;85831;27722;8,77
15/10/2021;Ceuta;113471;135,09;62130;58928;70,15
14/10/2021;Ceuta;113311;134,9;62074;58799;70
29/03/2021;Navarra;113215;17,23;;36212;5,51
13/10/2021;Ceuta;113120;134,67;62014;58656;69,83
11/10/2021;Ceuta;112996;134,52;61967;58569;69,73
17/03/2021;Baleares;112889;9,29;;31581;2,6
08/10/2021;Ceuta;112830;134,32;61865;58504;69,65
07/10/2021;Ceuta;112696;134,16;61811;58400;69,52
22/02/2021;País Vasco;112681;5,15;;44558;2,04
06/10/2021;Ceuta;112504;133,93;61715;58282;69,38
29/01/2021;C. Valenciana;112272;2,23;;11317;0,22
02/03/2021;Extremadura;112229;10,59;;39580;3,74
18/02/2021;Canarias;111897;4,99;;46799;2,09
10/12/2021;Melilla;111724;132,56;60497;57832;68,62
05/10/2021;Ceuta;111621;132,88;61441;57977;69,02
04/10/2021;Ceuta;111406;132,63;61348;57845;68,86
09/12/2021;Melilla;111406;132,18;60384;57811;68,59
07/12/2021;Melilla;111141;131,86;60301;57830;68,61
01/10/2021;Ceuta;111140;132,31;61190;57701;68,69
23/02/2021;Aragón;111067;8,34;;43705;3,28
26/04/2021;La Rioja;111029;35,12;83358;27718;8,77
01/03/2021;Extremadura;111006;10,48;;39292;3,71
08/02/2021;Galicia;110996;4,11;;51424;1,91
03/12/2021;Melilla;110977;131,67;60280;57818;68,6
02/12/2021;Melilla;110877;131,55;60261;57811;68,59
30/09/2021;Ceuta;110850;131,97;61040;57520;68,48
01/12/2021;Melilla;110717;131,36;60251;57781;68,56
29/09/2021;Ceuta;110613;131,68;60942;57363;68,29
16/03/2021;Baleares;110608;9,1;;31322;2,58
18/06/2021;Fuerzas Armadas;110597;82,98;76394;34759;26,08
24/02/2021;Murcia;110564;7,33;;48528;3,22
30/11/2021;Melilla;110505;131,11;60195;57735;68,5
28/09/2021;Ceuta;110342;131,36;60824;57179;68,07
27/09/2021;Ceuta;110115;131,09;60756;57001;67,86
24/09/2021;Ceuta;109948;130,89;60676;56890;67,73
30/03/2021;Cantabria;109864;18,87;;43235;7,42
13/01/2021;Andalucía;109831;1,29;;;0
28/01/2021;C. Valenciana;109716;2,18;;8948;0,18
23/09/2021;Ceuta;109641;130,53;60551;56690;67,49
10/02/2021;Castilla La Mancha;109636;5,37;;35531;1,74
22/09/2021;Ceuta;109324;130,15;60385;56505;67,27
22/02/2021;Aragón;109318;8,21;;42860;3,22
25/02/2021;Asturias;109192;10,75;;38716;3,81
26/02/2021;Asturias;109192;10,75;;38716;3,81
21/09/2021;Ceuta;109160;129,95;60257;56457;67,21
17/02/2021;Canarias;109051;4,86;;45239;2,02
20/09/2021;Ceuta;108895;129,64;60100;56262;66,98
15/03/2021;Baleares;108484;8,93;;31152;2,56
27/01/2021;C. Valenciana;108454;2,15;;7304;0,15
17/09/2021;Ceuta;108390;129,04;59681;55944;66,6
23/02/2021;Murcia;108290;7,18;;46777;3,1
28/01/2021;Castilla y Leon;108203;4,52;;19658;0,82
16/09/2021;Ceuta;108007;128,58;59495;55625;66,22
23/04/2021;La Rioja;107983;34,16;80325;27658;8,75
15/09/2021;Ceuta;107714;128,23;59353;55407;65,96
26/03/2021;Navarra;107705;16,39;;35177;5,35
14/09/2021;Ceuta;107449;127,92;59220;55251;65,78
19/02/2021;País Vasco;107391;4,9;;43919;2,01
26/02/2021;Extremadura;107200;10,12;;38608;3,64
17/06/2021;Fuerzas Armadas;107173;80,41;75967;31755;23,83
29/03/2021;Cantabria;107067;18,39;;43031;7,39
13/09/2021;Ceuta;107049;127,44;59086;54953;65,42
29/11/2021;Melilla;107034;126,99;58486;56069;66,52
26/11/2021;Melilla;106915;126,85;58420;55993;66,43
16/02/2021;Canarias;106747;4,76;;44120;1,97
10/09/2021;Ceuta;106731;127,06;58932;54662;65,07
09/02/2021;Castilla La Mancha;106646;5,22;;33207;1,63
19/02/2021;Aragón;106629;8,01;;42429;3,19
24/11/2021;Melilla;106626;126,51;58420;55993;66,43
25/11/2021;Melilla;106626;126,51;58420;55993;66,43
23/11/2021;Melilla;106472;126,33;58372;55949;66,38
22/02/2021;Murcia;106418;7,05;;45646;3,02
09/09/2021;Ceuta;106261;126,5;58768;54336;64,69
22/11/2021;Melilla;106159;125,95;58302;55770;66,17
19/11/2021;Melilla;106031;125,8;58258;55740;66,13
18/11/2021;Melilla;105908;125,66;58220;55699;66,08
08/09/2021;Ceuta;105755;125,9;58555;54012;64,3
17/11/2021;Melilla;105734;125,45;58179;55621;65,99
16/11/2021;Melilla;105615;125,31;58158;55595;65,96
14/01/2021;Cataluña;105587;1,38;;;0
26/01/2021;C. Valenciana;105490;2,09;;5393;0,11
07/09/2021;Ceuta;105423;125,51;58368;53822;64,07
25/03/2021;Navarra;105316;16,02;;33985;5,17
11/11/2021;Melilla;105218;124,84;58060;55475;65,82
12/11/2021;Melilla;105218;124,84;58060;55475;65,82
15/11/2021;Melilla;105218;124,84;58060;55475;65,82
10/11/2021;Melilla;105014;124,6;58018;55417;65,75
06/09/2021;Ceuta;105006;125,01;58171;53583;63,79
08/02/2021;Castilla La Mancha;104988;5,14;;32129;1,57
22/04/2021;La Rioja;104710;33,12;77088;27622;8,74
15/02/2021;Canarias;104706;4,67;;43371;1,93
08/11/2021;Melilla;104620;124,13;57923;55317;65,63
03/09/2021;Ceuta;104608;124,53;58046;53265;63,41
02/09/2021;Ceuta;104530;124,44;58018;53205;63,34
18/01/2021;Madrid;104490;1,55;;476;0,01
25/01/2021;C. Valenciana;104449;2,07;;4532;0,09
05/11/2021;Melilla;104405;123,87;57889;55293;65,6
16/06/2021;Fuerzas Armadas;104359;78,3;75764;29128;21,85
27/01/2021;Castilla y Leon;104197;4,36;;18756;0,78
04/11/2021;Melilla;104141;123,56;57862;55271;65,58
18/02/2021;País Vasco;104091;4,75;;43642;1,99
24/02/2021;Asturias;104014;10,24;;38423;3,78
01/09/2021;Ceuta;103814;123,59;57875;52592;62,61
03/11/2021;Melilla;103764;123,11;57785;55165;65,45
31/08/2021;Ceuta;103450;123,16;57770;52331;62,3
22/01/2021;C. Valenciana;103426;2,05;;4139;0,08
02/11/2021;Melilla;103342;122,61;57692;55064;65,33
30/10/2021;Melilla;103163;122,4;57692;55063;65,33
28/10/2021;Melilla;102906;122,09;57651;55029;65,29
30/08/2021;Ceuta;102804;122,39;57554;51860;61,74
25/02/2021;Extremadura;102762;9,7;;38511;3,64
24/03/2021;Navarra;102407;15,58;;32024;4,87
27/10/2021;Melilla;102314;121,39;57453;54799;65,02
27/08/2021;Ceuta;102248;121,73;57373;51447;61,25
26/10/2021;Melilla;102137;121,18;57277;54764;64,98
05/02/2021;Castilla La Mancha;102033;4,99;;30345;1,49
22/10/2021;Melilla;102014;121,04;57202;54706;64,91
25/10/2021;Melilla;102014;121,04;57202;54706;64,91
18/02/2021;Aragón;101956;7,66;;40945;3,08
21/10/2021;Melilla;101936;120,94;57127;54636;64,82
26/08/2021;Ceuta;101810;121,2;57190;51132;60,87
20/10/2021;Melilla;101779;120,76;57055;54531;64,7
19/10/2021;Melilla;101768;120,74;57052;54520;64,69
